,Unnamed: 0,Rxn_1,Rxn_1_Type,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Type,Rxn_2_Min,Rxn_2_Max,v1,v2,Type,Subsystem 1,Subsystem 2
0,0,THRS,pFBAOpt_Rxns,0.0,0.0136944894149886,THRD_L,ELE_Rxns,-0.007244399981573221,0.00648928980808705,0.0072053134154795705,0.0,PSL,"Glycine, Serine, and Threonine Metabolism",Methionine Metabolism
1,1,PUNP5,pFBAOpt_Rxns,-0.0012101192260161,-0.00107292516622692,HXPRT,MLE_Rxns,0.0,6.859670203915839e-05,-0.00114153930917382,0.0,PSL,Purine Metabolism,Purine Metabolism
2,2,PIt,pFBAOpt_Rxns,-0.0582458892604336,-0.0581703565549105,PIabc,MLE_Rxns,0.0,6.85963535485297e-05,-0.0582398409023881,0.0,PSL,Transport,Transport
3,3,PREPTTA,pFBAOpt_Rxns,-1.68178230524063e-05,1.9948696717619896e-05,PREPHACPH,MLE_Rxns,0.0,3.42946125231562e-05,-1.43460929393768e-05,0.0,PSL,Membrane Metabolism,Membrane Metabolism
4,4,SADT,pFBAOpt_Rxns,0.00332082162786505,0.00341684953483387,SADT2,MLE_Rxns,0.0,6.85973558574929e-05,0.0033894621650483,0.0,PSL,Purine Metabolism,Other Amino Acid Metabolism
5,5,P5CRx,pFBAOpt_Rxns,0.0,2.6883398891659502,P5CR,ELE_Rxns,0.0,2.6883398052796297,0.007253659232407391,0.0,PSL,Arginine and Proline Metabolism,Arginine and Proline Metabolism
6,6,RPE,pFBAOpt_Rxns,-0.0352506320923567,-0.0351888937875628,PGL,MLE_Rxns,0.0,8.23279481173266e-05,-0.0352443107403815,0.0,PSL,Pentose Phosphate Pathway,Pentose Phosphate Pathway
7,7,RPE,pFBAOpt_Rxns,-0.0352506320923567,-0.0351888937875628,G6PDH2r,MLE_Rxns,0.0,8.23279481173266e-05,-0.0352443107403815,0.0,PSL,Pentose Phosphate Pathway,Pentose Phosphate Pathway
8,8,RPE,pFBAOpt_Rxns,-0.0352506320923567,-0.0351888937875628,GND,MLE_Rxns,0.0,8.23279481173266e-05,-0.0352443107403815,0.0,PSL,Pentose Phosphate Pathway,Pentose Phosphate Pathway
9,9,TRPS1,pFBAOpt_Rxns,0.0,0.00106373220272863,TRPS3,ELE_Rxns,0.0,0.00106373218945053,0.0010575121954950698,0.0,PSL,Phenylalanine Tyrosine Tryptophan Metabolism,Phenylalanine Tyrosine Tryptophan Metabolism
10,10,TRPS1,pFBAOpt_Rxns,0.0,0.00106373220272863,TRPS2,ELE_Rxns,0.0,0.00106373218945053,0.0010575121954950698,0.0,PSL,Phenylalanine Tyrosine Tryptophan Metabolism,Phenylalanine Tyrosine Tryptophan Metabolism
