,Organism,sl_size,common_sl_size,num_diff,net_diff
0,e_coli_core,49,31,-1.0,70.35602627581855
1,e_coli_core,29,24,5.0,-2.4071047077363037
2,e_coli_core,10,6,2.0,4.758185233440067
3,e_coli_core,10,6,2.0,4.758185233440067
4,e_coli_core,47,30,-1.0,-80.60694808728793
5,e_coli_core,47,30,-1.0,-80.60694808728793
6,e_coli_core,3,0,-1.0,-4.3147620876450405
7,e_coli_core,56,43,12.0,111.44153951528645
8,e_coli_core,58,42,10.0,121.23322287273008
9,e_coli_core,56,42,12.0,125.75744194352998
10,e_coli_core,56,42,12.0,125.75744194352998
11,e_coli_core,56,43,12.0,111.44153951528645
12,e_coli_core,49,38,-11.0,-166.15315397759505
13,e_coli_core,49,38,-11.0,-166.153153977595
14,e_coli_core,31,24,13.0,16.2577148171821
15,e_coli_core,31,23,11.0,14.63685575907562
16,e_coli_core,48,33,-4.0,-63.6696957724848
17,e_coli_core,48,31,-4.0,-78.79897121188988
18,e_coli_core,33,25,5.0,-9.56853054313264
19,e_coli_core,54,37,-4.0,-194.39635583240755
20,e_coli_core,56,41,-12.0,-97.88221629840564
21,e_coli_core,48,33,-4.0,-78.57814048350517
22,e_coli_core,33,27,5.0,-9.048646447110839
23,e_coli_core,16,6,2.0,3.816791013443794
24,e_coli_core,57,35,-15.0,-281.60921921203965
25,e_coli_core,58,38,-16.0,-175.3920193550346
26,e_coli_core,58,35,-14.0,-197.39889519068996
27,e_coli_core,46,32,-6.0,-9.468425837517438
28,e_coli_core,48,32,-4.0,-78.689331640307
29,e_coli_core,33,26,5.0,-9.310089494778566
30,e_coli_core,14,3,4.0,2.339943432273577
31,e_coli_core,13,5,-3.0,-1.7100555156599164
32,e_coli_core,48,32,-4.0,-78.689331640307
33,e_coli_core,33,26,5.0,-9.310089494778566
34,e_coli_core,14,3,4.0,2.339943432273577
35,e_coli_core,13,5,-3.0,-1.7100555156599164
36,e_coli_core,48,33,-4.0,-78.46721669104551
37,e_coli_core,33,27,5.0,-8.786806904678631
38,e_coli_core,24,14,-4.0,3.0738244784927096
39,e_coli_core,14,6,6.0,2.414960017437118
40,e_coli_core,20,11,0.0,3.244359792942129
41,e_coli_core,20,11,0.0,3.244359792942129
42,e_coli_core,48,33,6.0,69.57674079979974
43,e_coli_core,47,33,1.0,82.13495068503984
44,e_coli_core,54,38,2.0,200.28021282536136
45,e_coli_core,47,32,1.0,82.16532980734009
46,e_coli_core,56,35,14.0,285.86522905697035
47,e_coli_core,47,31,1.0,82.24447864157338
48,e_coli_core,47,31,1.0,82.24447864157338
49,e_coli_core,49,34,3.0,82.85054810097594
50,e_coli_core,48,33,6.0,69.57674079979974
51,e_coli_core,47,33,1.0,82.13495068503984
52,e_coli_core,54,38,2.0,200.28021282536136
53,e_coli_core,47,32,1.0,82.16532980734009
54,e_coli_core,56,35,14.0,285.86522905697035
55,e_coli_core,47,31,1.0,82.24447864157338
56,e_coli_core,47,31,1.0,82.24447864157338
57,e_coli_core,49,34,3.0,82.85054810097594
58,e_coli_core,46,32,-6.0,-9.468425837517438
59,e_coli_core,48,31,-4.0,-78.79897121188988
60,e_coli_core,33,25,5.0,-9.56853054313264
61,e_coli_core,17,6,-3.0,-4.113072666899069
62,e_coli_core,13,3,-3.0,-1.691882280204633
63,e_coli_core,13,3,-3.0,-1.691882280204633
64,e_coli_core,24,14,4.0,-3.073824478492698
65,e_coli_core,47,30,-3.0,-97.19049311209
66,e_coli_core,47,30,-3.0,-97.19049311209
67,e_coli_core,48,31,-4.0,-78.79897121188988
68,e_coli_core,33,25,5.0,-9.56853054313264
69,e_coli_core,17,6,-3.0,-4.113072666899069
70,e_coli_core,13,3,-3.0,-1.691882280204633
71,e_coli_core,13,3,-3.0,-1.691882280204633
72,e_coli_core,24,14,4.0,-3.073824478492698
73,e_coli_core,47,30,-3.0,-97.19049311209
74,e_coli_core,47,30,-3.0,-97.19049311209
75,e_coli_core,55,39,-15.0,-238.78228426210313
76,e_coli_core,55,39,-15.0,-235.28003342919305
77,e_coli_core,55,39,-15.0,-235.28003342919305
78,e_coli_core,22,10,-8.0,-2.203622037483221
79,e_coli_core,58,35,-6.0,-274.4763017035149
80,e_coli_core,53,44,-17.0,-187.26046823108476
81,e_coli_core,57,34,-7.0,-283.78577889933155
82,e_coli_core,57,34,-7.0,-283.78577889933155
83,e_coli_core,57,35,-15.0,-281.60921921203965
84,e_coli_core,58,38,-16.0,-175.3920193550346
85,e_coli_core,58,35,-14.0,-197.39889519068996
86,e_coli_core,56,35,-14.0,-285.86522905696967
87,e_coli_core,56,35,-14.0,-285.86522905696967
