Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class
TALA,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
TALA,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
TALA,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,CO2t,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,CYTBD,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
TPI,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,CO2t,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,CYTBD,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
FBA,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns
FUM,PPC,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,TPI,pFBAOpt_Rxns,pFBAOpt_Rxns
G6PDH2r,FBA,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,TPI,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,FBA,pFBAOpt_Rxns,pFBAOpt_Rxns
H2Ot,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
H2Ot,TPI,pFBAOpt_Rxns,pFBAOpt_Rxns
H2Ot,FBA,pFBAOpt_Rxns,pFBAOpt_Rxns
MDH,PPC,pFBAOpt_Rxns,pFBAOpt_Rxns
NADH16,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
NADH16,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
NADH16,TPI,pFBAOpt_Rxns,pFBAOpt_Rxns
NADH16,FBA,pFBAOpt_Rxns,pFBAOpt_Rxns
O2t,PFK,pFBAOpt_Rxns,pFBAOpt_Rxns
O2t,PGI,pFBAOpt_Rxns,pFBAOpt_Rxns
O2t,PPC,pFBAOpt_Rxns,pFBAOpt_Rxns
O2t,TPI,pFBAOpt_Rxns,pFBAOpt_Rxns
O2t,FBA,pFBAOpt_Rxns,pFBAOpt_Rxns
