,Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class,Subsystem 1,Subsystem 2
0,3OAS180,AACPS6,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
1,3OAS180,ACOAD8f,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
2,3OAS180,FACOAE180,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
3,3OAS180,FACOAL181t2pp,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
4,3OAS181,AACPS5,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
5,3OAS181,ACOAD8f,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
6,3OAS181,FACOAE181,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
7,3OAS181,FACOAL180t2pp,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
8,3OAS181,CTECOAI8_copy2,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Unassigned
9,AACPS1,3HAD140,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
10,AACPS3,3OAS160,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
11,AACPS3,3HAD160,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
12,AACPS3,3OAR160,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
13,AACPS4,3OAS161,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
14,AACPS4,3HAD161,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
15,AACPS4,3OAR161,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
16,AACPS7,3OAS120,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
17,AACPS7,3HAD120,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
18,AACPS7,3OAR120,ELE_Rxns,ELE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
19,ACOAD1f,3OAR60,ELE_Rxns,ELE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
