del_rxn1,del_rxn2,sl_size,one_norm_sl_size,two_norm_sl_size
FACOAE161,3OAS161,16,17,1184
ECOAH2,3HAD100,36,33,1216
ECOAH2,3HAD40,29,26,1238
ECOAH2,3HAD60,29,26,1238
ECOAH2,3HAD80,29,26,1238
ECOAH2,3OAR40,29,26,1238
ECOAH2,3OAR60,29,26,1238
ECOAH2,3OAR80,29,26,1238
ECOAH2,3OAS100,36,33,1216
ECOAH2,3OAR100,36,33,1216
ECOAH2,3OAS60,29,26,1238
ECOAH2,3OAS80,29,26,1238
ECOAH3,3HAD100,36,33,1195
ECOAH3,3HAD40,28,29,1239
ECOAH3,3HAD60,28,29,1239
ECOAH3,3HAD80,28,29,1239
ECOAH3,3OAR40,28,29,1239
ECOAH3,3OAR60,28,29,1239
ECOAH3,3OAR80,28,29,1239
ECOAH3,3OAS100,36,33,1195
ECOAH3,3OAR100,36,33,1195
ECOAH3,3OAS60,28,29,1239
ECOAH3,3OAS80,28,29,1239
ECOAH4,3HAD100,15,15,1163
ECOAH4,3OAS100,15,15,1163
ECOAH4,3OAR100,15,15,1163
FUM,SUCCtex,358,367,807
G3PAT160,APG3PAT160,3,3,1170
G3PAT161,APG3PAT161,3,3,1171
G5SD,NACODA,8,8,1223
GLU5K,NACODA,8,8,1223
GLUDy,GLUSy,3,3,903
HACD1,3HAD100,37,34,1222
HACD1,3HAD40,29,27,1246
HACD1,3HAD60,29,27,1246
HACD1,3HAD80,29,27,1246
HACD1,3OAR40,29,27,1246
HACD1,3OAR60,29,27,1246
HACD1,3OAR80,29,27,1246
HACD1,3OAS100,37,34,1222
HACD1,3OAR100,37,34,1222
HACD1,3OAS60,29,27,1246
HACD1,3OAS80,29,27,1246
HACD2,3HAD100,37,37,1212
HACD2,3HAD40,29,29,1227
HACD2,3HAD60,29,29,1227
HACD2,3HAD80,29,29,1227
HACD2,3OAR40,29,29,1227
HACD2,3OAR60,29,29,1227
HACD2,3OAR80,29,29,1227
HACD2,3OAS100,37,37,1212
HACD2,3OAR100,37,37,1212
HACD2,3OAS60,29,29,1227
HACD2,3OAS80,29,29,1227
HACD3,3HAD100,36,37,1193
HACD3,3HAD40,28,27,1238
HACD3,3HAD60,28,27,1238
HACD3,3HAD80,28,27,1238
HACD3,3OAR40,28,27,1238
HACD3,3OAR60,28,27,1238
HACD3,3OAR80,28,27,1238
HACD3,3OAS100,36,37,1193
HACD3,3OAR100,36,37,1193
HACD3,3OAS60,28,27,1238
HACD3,3OAS80,28,27,1238
HACD4,3HAD100,15,15,1170
HACD4,3OAS100,15,15,1170
HACD4,3OAR100,15,15,1170
I2FE2SR,S2FE2SR,2,2,3
I2FE2SS,S2FE2SS,102,102,78
I2FE2SS,S2FE2SS2,91,92,67
I2FE2SS,S2FE2ST,5,5,8
I2FE2SS,S4FE4SR,91,92,67
I2FE2SS,S4FE4ST,91,92,67
I2FE2SS,SCYSDS,100,95,80
I2FE2SS2,S2FE2SS,100,98,56
I2FE2SS2,S2FE2SS2,98,88,62
I2FE2SS2,S4FE4SR,98,88,62
I2FE2SS2,S4FE4ST,98,88,62
I2FE2SS2,SCYSDS,100,100,57
I2FE2ST,S2FE2SS,5,5,95
I2FE2ST,S2FE2ST,11,11,10
I2FE2ST,SCYSDS,7,7,127
I4FE4SR,S2FE2SS,100,98,56
I4FE4SR,S2FE2SS2,98,88,62
I4FE4SR,S4FE4SR,98,88,62
I4FE4SR,S4FE4ST,98,88,62
I4FE4SR,SCYSDS,100,92,57
I4FE4ST,S2FE2SS,100,97,56
I4FE4ST,S2FE2SS2,98,95,62
I4FE4ST,S4FE4SR,98,95,62
I4FE4ST,S4FE4ST,98,95,62
I4FE4ST,SCYSDS,100,96,57
IMPD,HXAND,4,4,1197
IMPD,XPPT,4,4,1216
Kt2pp,Kabcpp,196,196,1202
MN2tpp,MNt2pp,20,113,263
NDPK1,ADK3,2,3,1213
NI2tpp,NI2uabcpp,41,57,25
O2tex,CPPPGO2,447,439,502
O2tex,OPHHX3,445,438,511
O2tex,SUCCtex,447,438,502
O2tpp,CPPPGO2,444,434,501
O2tpp,OPHHX3,442,436,509
O2tpp,SUCCtex,442,436,491
OPHHX,OPHHX3,56,70,288
PAPSR,GRXR,5,5,1156
PAPSR,GTHOr,5,5,1173
PAPSR,PAPSR2,8,10,1150
PDX5PO2,PDX5POi,2,3,354
PIt2rpp,PIuabcpp,210,227,1189
PPK,PPA,208,215,672
PPPGO3,PPPGO,9,10,559
RNTR1c2,NDPK8,5,5,1177
RNTR2c2,NDPK5,5,5,1198
RNTR3c2,NDPK7,6,6,1201
RPI,TALA,430,421,519
PRPPS,R15BPK,4,5,1196
PRPPS,R1PK,4,4,1196
SO4t2pp,SULabcpp,192,215,1188
TRPS3,TRPS1,3,3,1174
TRDR,GRXR,5,5,1147
TRDR,PAPSR2,5,5,1161
ZN2tpp,ZNabcpp,48,46,19
MECDPDH2,MECDPDH5,4,2,967
VALTA,ALATA_L,3,2,4
