PFK,Glycolysis/Gluconeogenesis
PFL,Pyruvate Metabolism
PGI,Glycolysis/Gluconeogenesis
PGK,Glycolysis/Gluconeogenesis
PGL,Pentose Phosphate Pathway
ACALD,Pyruvate Metabolism
AKGt2r,"Transport, Extracellular"
PGM,Glycolysis/Gluconeogenesis
PIt2r,Inorganic Ion Transport and Metabolism
ALCD2x,Pyruvate Metabolism
ACALDt,"Transport, Extracellular"
ACKr,Pyruvate Metabolism
PPC,Anaplerotic reactions
ACONTa,Citric Acid Cycle
ACONTb,Citric Acid Cycle
ATPM,Biomass and maintenance functions
PPCK,Anaplerotic reactions
ACt2r,"Transport, Extracellular"
PPS,Glycolysis/Gluconeogenesis
ADK1,Oxidative Phosphorylation
AKGDH,Citric Acid Cycle
ATPS4r,Oxidative Phosphorylation
PTAr,Pyruvate Metabolism
PYK,Glycolysis/Gluconeogenesis
BIOMASS_Ecoli_core_w_GAM,Biomass and maintenance functions
PYRt2,"Transport, Extracellular"
CO2t,"Transport, Extracellular"
RPE,Pentose Phosphate Pathway
CS,Citric Acid Cycle
RPI,Pentose Phosphate Pathway
SUCCt2_2,"Transport, Extracellular"
CYTBD,Oxidative Phosphorylation
D_LACt2,"Transport, Extracellular"
ENO,Glycolysis/Gluconeogenesis
SUCCt3,"Transport, Extracellular"
ETOHt2r,"Transport, Extracellular"
SUCDi,Oxidative Phosphorylation
SUCOAS,Citric Acid Cycle
TALA,Pentose Phosphate Pathway
THD2,Oxidative Phosphorylation
TKT1,Pentose Phosphate Pathway
TKT2,Pentose Phosphate Pathway
TPI,Glycolysis/Gluconeogenesis
EX_ac_e,Extracellular exchange
EX_acald_e,Extracellular exchange
EX_akg_e,Extracellular exchange
EX_co2_e,Extracellular exchange
EX_etoh_e,Extracellular exchange
EX_for_e,Extracellular exchange
EX_fru_e,Extracellular exchange
EX_fum_e,Extracellular exchange
EX_glc__D_e,Extracellular exchange
EX_gln__L_e,Extracellular exchange
EX_glu__L_e,Extracellular exchange
EX_h_e,Extracellular exchange
EX_h2o_e,Extracellular exchange
EX_lac__D_e,Extracellular exchange
EX_mal__L_e,Extracellular exchange
EX_nh4_e,Extracellular exchange
EX_o2_e,Extracellular exchange
EX_pi_e,Extracellular exchange
EX_pyr_e,Extracellular exchange
EX_succ_e,Extracellular exchange
FBA,Glycolysis/Gluconeogenesis
FBP,Glycolysis/Gluconeogenesis
FORt2,"Transport, Extracellular"
FORt,"Transport, Extracellular"
FRD7,Oxidative Phosphorylation
FRUpts2,"Transport, Extracellular"
FUM,Citric Acid Cycle
FUMt2_2,"Transport, Extracellular"
G6PDH2r,Pentose Phosphate Pathway
GAPD,Glycolysis/Gluconeogenesis
GLCpts,"Transport, Extracellular"
GLNS,Glutamate Metabolism
GLNabc,"Transport, Extracellular"
GLUDy,Glutamate Metabolism
GLUN,Glutamate Metabolism
GLUSy,Glutamate Metabolism
GLUt2r,"Transport, Extracellular"
GND,Pentose Phosphate Pathway
H2Ot,"Transport, Extracellular"
ICDHyr,Citric Acid Cycle
ICL,Anaplerotic reactions
LDH_D,Pyruvate Metabolism
MALS,Anaplerotic reactions
MALt2_2,"Transport, Extracellular"
MDH,Citric Acid Cycle
ME1,Anaplerotic reactions
ME2,Anaplerotic reactions
NADH16,Oxidative Phosphorylation
NADTRHD,Oxidative Phosphorylation
NH4t,Inorganic Ion Transport and Metabolism
O2t,"Transport, Extracellular"
PDH,Glycolysis/Gluconeogenesis
