"","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"1","3HBCOAHL","3M2OPLOXRD",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","37","0.30400353442373185","14","17","6",31,"Valine, Leucine, and Isoleucine Metabolism","Lipid metabolism"
"2","3HBCOAHL","ACOADH1",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","37","0.30400353442373185","14","17","6",31,"Valine, Leucine, and Isoleucine Metabolism","Lipid metabolism"
"3","3HBCOAHL","BKDC1",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.38742359215394e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","37","0.30400353442373185","14","17","6",31,"Valine, Leucine, and Isoleucine Metabolism","Lipid metabolism"
"4","3HBCOAHL","ECOAH9ir",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","37","0.30400353442373185","14","17","6",31,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism"
"5","3HBCOAHL","HACD9",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473582465064e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","37","0.30400353442373185","14","17","6",31,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism"
"6","3HBCOAHL","MACCOAT",0,0.99009029020815,0,0.709661300589981,0,0.000376617653735308,0,0,0,2.38742359215394e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","37","0.30400353442373185","14","17","6",31,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism"
"7","ACCOAC","ACCA3",-3.64980930663764,7.35832438777522,0,3.6693778981423,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","393","2.356339204922242","30","90","273",120,"Pyruvate Metabolism","Mycolic acid pathway"
"8","ACCOAC","ACCD3",-3.64980930663764,7.35832438777522,0,3.6693778981423,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","393","2.356339204922242","30","90","273",120,"Pyruvate Metabolism","Mycolic acid pathway"
"9","ACCOAC","BIRA",-3.64980930663764,7.35832438777522,0,3.6693778981423,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","393","2.356339204922242","30","90","273",120,"Pyruvate Metabolism","Mycolic acid pathway"
"10","ADK1","ADK2",-999.994232542625,7.3445232536519,0,1000,0.115350878491881,0,-1,0,0,0.115350878491768,0.115350878491995,1000,"pFBAOpt_Rxns","ELE_Rxns","PSL","3","0.32874507029553662","1","2","0",3,"Purine and Pyrimidine Biosynthesis","Purine and Pyrimidine Biosynthesis"
