,Unnamed: 0,Rxn_1,Rxn_1_Type,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Type,Rxn_2_Min,Rxn_2_Max,v1,v2,Type,Subsystem 1,Subsystem 2
0,0,3HAD180,ELE_Rxns,0.00204520334715248,0.00209327232893995,ACOAD8f,ELE_Rxns,-0.0020767554604325398,1.46987779336129e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
1,1,3HAD180,ELE_Rxns,0.00204520334715248,0.00209327232893995,AACPS6,ELE_Rxns,0.0,5.87951140734055e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
2,2,3HAD180,ELE_Rxns,0.00204520334715248,0.00209327232893995,FACOAE180,ELE_Rxns,0.0,3.3370198647415006e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
3,3,3HAD180,ELE_Rxns,0.00204520334715248,0.00209327232893995,FACOAL181t2pp,ELE_Rxns,0.0,3.3370200867466304e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
4,4,3HAD180,ELE_Rxns,0.00204520334715248,0.00209327232893995,CTECOAI8,ELE_Rxns,0.0,3.3370203015877005e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
5,5,3OAR120,ELE_Rxns,0.0982673902231185,0.0983140367398558,AACPS7,ELE_Rxns,0.0,7.71685879367157e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
6,6,3OAR120,ELE_Rxns,0.0982673902231185,0.0983140367398558,ECOAH6,ELE_Rxns,-2.62701545671149e-05,0.0,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
7,7,3OAR120,ELE_Rxns,0.0982673902231185,0.0983140367398558,FACOAE120,ELE_Rxns,0.0,3.33702033780507e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
8,8,3OAR120,ELE_Rxns,0.0982673902231185,0.0983140367398558,HACD6i,ELE_Rxns,0.0,2.62701545671149e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
9,9,3OAR120,ELE_Rxns,0.0982673902231185,0.0983140367398558,ACACT9,ELE_Rxns,0.0,2.62701545671149e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
10,10,3OAR160,ELE_Rxns,0.0810309982481928,0.081079067227947,AACPS3,ELE_Rxns,0.0,7.71685877131445e-05,0.0810644805480596,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
11,11,3OAR160,ELE_Rxns,0.0810309982481928,0.081079067227947,FACOAE160,ELE_Rxns,0.0,3.33702018134674e-05,0.0810644805480596,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
12,12,3OAR180,ELE_Rxns,0.00204520334715248,0.00209327232893995,ACOAD8f,ELE_Rxns,-0.0020767554604325398,1.46987779336129e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
13,13,3OAR180,ELE_Rxns,0.00204520334715248,0.00209327232893995,AACPS6,ELE_Rxns,0.0,5.87951140734055e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
14,14,3OAR180,ELE_Rxns,0.00204520334715248,0.00209327232893995,FACOAE180,ELE_Rxns,0.0,3.3370198647415006e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
15,15,3OAR180,ELE_Rxns,0.00204520334715248,0.00209327232893995,FACOAL181t2pp,ELE_Rxns,0.0,3.3370200867466304e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
16,16,3OAR180,ELE_Rxns,0.00204520334715248,0.00209327232893995,CTECOAI8,ELE_Rxns,0.0,3.3370203015877005e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
17,17,3OAS120,ELE_Rxns,0.0982673902231185,0.0983140367398558,AACPS7,ELE_Rxns,0.0,7.71685879367157e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
18,18,3OAS120,ELE_Rxns,0.0982673902231185,0.0983140367398558,ECOAH6,ELE_Rxns,-2.62701545671149e-05,0.0,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
19,19,3OAS120,ELE_Rxns,0.0982673902231185,0.0983140367398558,FACOAE120,ELE_Rxns,0.0,3.33702033780507e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
20,20,3OAS120,ELE_Rxns,0.0982673902231185,0.0983140367398558,HACD6i,ELE_Rxns,0.0,2.62701545671149e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
21,21,3OAS120,ELE_Rxns,0.0982673902231185,0.0983140367398558,ACACT9,ELE_Rxns,0.0,2.62701545671149e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
22,22,3OAS160,ELE_Rxns,0.0810309982481928,0.081079067227947,AACPS3,ELE_Rxns,0.0,7.71685877131445e-05,0.0810644805480596,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
23,23,3OAS160,ELE_Rxns,0.0810309982481928,0.081079067227947,FACOAE160,ELE_Rxns,0.0,3.33702018134674e-05,0.0810644805480596,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
24,24,3OAS180,ELE_Rxns,0.00204520334715248,0.00209327232893995,ACOAD8f,ELE_Rxns,-0.0020767554604325398,1.46987779336129e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
25,25,3OAS180,ELE_Rxns,0.00204520334715248,0.00209327232893995,AACPS6,ELE_Rxns,0.0,5.87951140734055e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
26,26,3OAS180,ELE_Rxns,0.00204520334715248,0.00209327232893995,FACOAE180,ELE_Rxns,0.0,3.3370198647415006e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
27,27,3OAS180,ELE_Rxns,0.00204520334715248,0.00209327232893995,FACOAL181t2pp,ELE_Rxns,0.0,3.3370200867466304e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
28,28,3OAS180,ELE_Rxns,0.00204520334715248,0.00209327232893995,CTECOAI8,ELE_Rxns,0.0,3.3370203015877005e-05,0.00207857642430922,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
29,29,3HAD120,ELE_Rxns,0.0982673902231185,0.0983140367398558,AACPS7,ELE_Rxns,0.0,7.71685879367157e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
30,30,3HAD120,ELE_Rxns,0.0982673902231185,0.0983140367398558,ECOAH6,ELE_Rxns,-2.62701545671149e-05,0.0,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
31,31,3HAD120,ELE_Rxns,0.0982673902231185,0.0983140367398558,FACOAE120,ELE_Rxns,0.0,3.33702033780507e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
32,32,3HAD120,ELE_Rxns,0.0982673902231185,0.0983140367398558,HACD6i,ELE_Rxns,0.0,2.62701545671149e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
33,33,3HAD120,ELE_Rxns,0.0982673902231185,0.0983140367398558,ACACT9,ELE_Rxns,0.0,2.62701545671149e-05,0.0983008963590211,0.0,PSL,Cell Envelope Biosynthesis,Membrane Lipid Metabolism
34,34,3HAD140,ELE_Rxns,0.0960287426214445,0.09607538913693,AACPS1,ELE_Rxns,0.0,7.7168591919391e-05,0.096062245658357,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
35,35,3HAD140,ELE_Rxns,0.0960287426214445,0.09607538913693,FACOAE140,ELE_Rxns,0.0,3.337020079957e-05,0.096062245658357,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
36,36,3HAD160,ELE_Rxns,0.0810309982481928,0.081079067227947,AACPS3,ELE_Rxns,0.0,7.71685877131445e-05,0.0810644805480596,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
37,37,3HAD160,ELE_Rxns,0.0810309982481928,0.081079067227947,FACOAE160,ELE_Rxns,0.0,3.33702018134674e-05,0.0810644805480596,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
38,38,ADK1,ELE_Rxns,0.0,1000.0,ADK3,ELE_Rxns,-999.001839355644,0.998314981537622,0.9981620246402892,0.0,PSL,Nucleotide Salvage Pathway,Nucleotide Salvage Pathway
39,39,ASNS2,ELE_Rxns,0.130145465758895,0.130376971524208,ASNS1,ELE_Rxns,0.0,0.000154337168492807,0.130299983119186,0.0,PSL,Alanine and Aspartate Metabolism,Alanine and Aspartate Metabolism
40,40,DHORD2,ELE_Rxns,0.0,0.18117686422076695,DHORD5,ELE_Rxns,0.0,0.181176864220269,0.181169676810113,0.0,PSL,Purine and Pyrimidine Biosynthesis,Purine and Pyrimidine Biosynthesis
41,41,EAR121x,ELE_Rxns,0.00665765875264315,0.00730837762692873,EAR121y,ELE_Rxns,0.0,0.0006173486766178902,0.00727501748508228,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
42,42,EAR141x,ELE_Rxns,0.00665765871333592,0.00730837762800225,EAR141y,ELE_Rxns,0.0,0.0006173486710934209,0.00727501748508228,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
43,43,DKMPPD3,MLE_Rxns,0.00330073466632363,0.0033448356271864803,DKMPPD,MLE_Rxns,0.0,4.4096336811635e-05,0.00334483562532518,0.0,PSL,Arginine and Proline Metabolism,Arginine and Proline Metabolism
44,44,EAR161x,ELE_Rxns,0.00665765875397675,0.00730837762841113,EAR161y,ELE_Rxns,0.0,0.000617348725395317,0.00727501748508228,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
45,45,EAR181x,ELE_Rxns,0.00250051156868469,0.0031512305236663604,EAR181y,ELE_Rxns,0.0,0.0006173487581691008,0.00311786463646383,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
46,46,EAR40x,ELE_Rxns,0.10495841921879,0.105580590887516,EAR40y,ELE_Rxns,0.0,0.000617348791786654,0.10557591384410303,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
47,47,EAR60x,ELE_Rxns,0.10495841912507,0.105580590887835,EAR60y,ELE_Rxns,0.0,0.0006173487130825,0.10557591384410303,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
48,48,EAR80x,ELE_Rxns,0.104958419098807,0.105580590887835,EAR80y,ELE_Rxns,0.0,0.000617348744923252,0.10557591384410303,0.0,PSL,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
49,49,FORtppi,ELE_Rxns,0.4100296594016311,0.410735200785674,GART,ELE_Rxns,0.0,0.00015433718860435901,0.410118419193337,0.0,PSL,Transport Inner Membrane,Purine and Pyrimidine Biosynthesis
50,50,G5SD,ELE_Rxns,0.122634886654516,0.122912693585724,NACODA,ELE_Rxns,0.0,0.000154337188789697,0.122789393639348,0.0,PSL,Arginine and Proline Metabolism,Arginine and Proline Metabolism
51,51,FUM,pFBAOpt_Rxns,3.36838522130892,3.36900257001044,SUCCt3pp,ELE_Rxns,0.0,0.000205782878050324,3.36849675517955,0.0,PSL,Citric Acid Cycle,Transport Inner Membrane
52,52,GARFT,ELE_Rxns,0.214484901580286,0.21464769560155605,GART,ELE_Rxns,0.0,0.00015433718860435901,0.214639535578115,0.0,PSL,Purine and Pyrimidine Biosynthesis,Purine and Pyrimidine Biosynthesis
53,53,GLCtex,pFBAOpt_Rxns,-995.0000064307152,5.0,GLCtex,pFBAOpt_Rxns,0.0,1000.0,5.0,0.0,PSL,Transport Outer Membrane,Transport Outer Membrane
54,54,GLYCtpp,ELE_Rxns,-0.000387260879588944,-0.00032011418554178,GLYCtex,ELE_Rxns,-1.1024085636686098e-05,0.0,-0.000331138726907193,0.0,PSL,Transport Inner Membrane,Transport Outer Membrane Porin
55,55,GLU5K,ELE_Rxns,0.122634886654516,0.122912693585724,NACODA,ELE_Rxns,0.0,0.000154337188789697,0.122789393639348,0.0,PSL,Arginine and Proline Metabolism,Arginine and Proline Metabolism
56,56,GLUDy,ELE_Rxns,-4.09232736957496,-4.09155568372047,GLUSy,ELE_Rxns,0.0,0.000154337177884172,-4.09171567902878,0.0,PSL,Glutamate Metabolism,Glutamate metabolism
57,57,KAS15,ELE_Rxns,0.0,0.10558059088785303,KAS14,ELE_Rxns,0.0,0.10558059088785303,0.10557591384410303,0.0,PSL,Membrane Lipid Metabolism,Membrane Lipid Metabolism
58,58,Kt2pp,ELE_Rxns,0.0846573579084209,0.0851718151871142,Kabcpp,ELE_Rxns,0.0,0.000205782918091775,0.0848632581511075,0.0,PSL,Inorganic Ion Transport and Metabolism,Inorganic Ion Transport and Metabolism
59,59,NDPK1,ELE_Rxns,-998.697447299362,1.3033243864314,ADK3,ELE_Rxns,-999.001839355644,0.998314981537622,0.30500982666949106,0.0,PSL,Nucleotide Salvage Pathway,Nucleotide Salvage Pathway
60,60,MTHFC,ELE_Rxns,0.8441404620742091,0.844365843335148,GART,ELE_Rxns,0.0,0.00015433718860435901,0.844229822160841,0.0,PSL,Folate Metabolism,Purine and Pyrimidine Biosynthesis
61,61,MTHFD,ELE_Rxns,0.8441404620742091,0.844365843335148,GART,ELE_Rxns,0.0,0.00015433718860435901,0.844229822160841,0.0,PSL,Folate Metabolism,Purine and Pyrimidine Biosynthesis
62,62,ORNDC,ELE_Rxns,0.0200278294164716,0.0201204317225123,AGMT,ELE_Rxns,0.0,4.115658094389071e-05,0.0200690137519511,0.0,PSL,Arginine and Proline Metabolism,Arginine and Proline Metabolism
63,63,ORNDC,ELE_Rxns,0.0200278294164716,0.0201204317225123,UREAtex,ELE_Rxns,-4.11565784919909e-05,0.0,0.0200690137519511,0.0,PSL,Arginine and Proline Metabolism,Transport Outer Membrane Porin
64,64,ORNDC,ELE_Rxns,0.0200278294164716,0.0201204317225123,UREAtpp,ELE_Rxns,-4.115658094389071e-05,0.0,0.0200690137519511,0.0,PSL,Arginine and Proline Metabolism,Transport Inner Membrane
65,65,PA140abcpp,ELE_Rxns,0.000586084938056873,0.0007108018537122808,CLPNH140pp,ELE_Rxns,0.0,5.61226144232813e-05,0.000642208440062435,0.0,PSL,Transport Inner Membrane,Glycerophospholipid Metabolism
66,66,PA160abcpp,ELE_Rxns,0.00343014695759636,0.0035548638752058203,CLPNH160pp,ELE_Rxns,0.0,5.612261033969351e-05,0.0034862743889103602,0.0,PSL,Transport Inner Membrane,Glycerophospholipid Metabolism
67,67,PA161abcpp,ELE_Rxns,0.0,0.00025208217792125096,CLPNH161pp,ELE_Rxns,0.0,5.612260855844089e-05,0.000183488125732124,0.0,PSL,Transport Inner Membrane,Glycerophospholipid Metabolism
68,68,PA180abcpp,ELE_Rxns,0.0,0.000160338233470725,CLPNH180pp,ELE_Rxns,0.0,5.6122610588943896e-05,9.17440628660622e-05,0.0,PSL,Transport Inner Membrane,Glycerophospholipid Metabolism
69,69,PA181abcpp,ELE_Rxns,8.1493286244085e-05,0.00020621020967581696,CLPNH181pp,ELE_Rxns,0.0,5.612260521096e-05,0.000137616094299093,0.0,PSL,Transport Inner Membrane,Glycerophospholipid Metabolism
70,70,O2tex,pFBAOpt_Rxns,11.647089022531299,18.5,DHORD5,ELE_Rxns,0.0,0.181176864220269,11.6471150894136,0.0,PSL,Transport Outer Membrane Porin,Purine and Pyrimidine Biosynthesis
71,71,O2tex,pFBAOpt_Rxns,11.647089022531299,18.5,FRD2,ELE_Rxns,0.0,20.3231780172597,11.6471150894136,0.0,PSL,Transport Outer Membrane Porin,Citric Acid Cycle
72,72,O2tex,pFBAOpt_Rxns,11.647089022531299,18.5,SUCCt3pp,ELE_Rxns,0.0,0.000205782878050324,11.6471150894136,0.0,PSL,Transport Outer Membrane Porin,Transport Inner Membrane
73,73,O2tex,pFBAOpt_Rxns,11.647089022531299,18.5,SUCCtex,ELE_Rxns,-1.1224522074387801e-05,0.0,11.6471150894136,0.0,PSL,Transport Outer Membrane Porin,Transport Outer Membrane Porin
74,74,O2tpp,pFBAOpt_Rxns,11.647089022528,11.6471404682553,DHORD5,ELE_Rxns,0.0,0.181176864220269,11.6471150894136,0.0,PSL,Inorganic Ion Transport and Metabolism,Purine and Pyrimidine Biosynthesis
75,75,O2tpp,pFBAOpt_Rxns,11.647089022528,11.6471404682553,FRD2,ELE_Rxns,0.0,20.3231780172597,11.6471150894136,0.0,PSL,Inorganic Ion Transport and Metabolism,Citric Acid Cycle
76,76,O2tpp,pFBAOpt_Rxns,11.647089022528,11.6471404682553,SUCCt3pp,ELE_Rxns,0.0,0.000205782878050324,11.6471150894136,0.0,PSL,Inorganic Ion Transport and Metabolism,Transport Inner Membrane
