Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class
GARFT,GART,pFBAOpt_Rxns,ELE_Rxns
GARFT,PFL,pFBAOpt_Rxns,ELE_Rxns
GHMT2r,PGCD,pFBAOpt_Rxns,ELE_Rxns
GHMT2r,PSERT,pFBAOpt_Rxns,ELE_Rxns
GHMT2r,PSP_L,pFBAOpt_Rxns,ELE_Rxns
3HAD120,AACPS7,pFBAOpt_Rxns,ELE_Rxns
3HAD120,FACOAE120,pFBAOpt_Rxns,ELE_Rxns
3HAD120,ECOAH6,pFBAOpt_Rxns,ELE_Rxns
3HAD120,HACD6i,pFBAOpt_Rxns,ELE_Rxns
3HAD120,ACACT9,pFBAOpt_Rxns,ELE_Rxns
3HAD140,AACPS1,pFBAOpt_Rxns,ELE_Rxns
3HAD140,FACOAE140,pFBAOpt_Rxns,ELE_Rxns
3HAD160,AACPS3,pFBAOpt_Rxns,ELE_Rxns
3HAD160,FACOAE160,pFBAOpt_Rxns,ELE_Rxns
3OAR120,AACPS7,pFBAOpt_Rxns,ELE_Rxns
3OAR120,FACOAE120,pFBAOpt_Rxns,ELE_Rxns
3OAR120,ECOAH6,pFBAOpt_Rxns,ELE_Rxns
3OAR120,HACD6i,pFBAOpt_Rxns,ELE_Rxns
3OAR120,ACACT9,pFBAOpt_Rxns,ELE_Rxns
3OAR160,AACPS3,pFBAOpt_Rxns,ELE_Rxns
3OAR160,FACOAE160,pFBAOpt_Rxns,ELE_Rxns
3OAS120,AACPS7,pFBAOpt_Rxns,ELE_Rxns
3OAS120,FACOAE120,pFBAOpt_Rxns,ELE_Rxns
3OAS120,ECOAH6,pFBAOpt_Rxns,ELE_Rxns
3OAS120,HACD6i,pFBAOpt_Rxns,ELE_Rxns
3OAS120,ACACT9,pFBAOpt_Rxns,ELE_Rxns
3OAS160,AACPS3,pFBAOpt_Rxns,ELE_Rxns
3OAS160,FACOAE160,pFBAOpt_Rxns,ELE_Rxns
ASNS2,ASNS1,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,CYSS,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,SERAT,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,SULR,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,SO4tex,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,SULabcpp,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,PAPSSH,pFBAOpt_Rxns,ELE_Rxns
CYStex,CYSS,pFBAOpt_Rxns,ELE_Rxns
CYStex,SERAT,pFBAOpt_Rxns,ELE_Rxns
CYStex,SULR,pFBAOpt_Rxns,ELE_Rxns
CYStex,SO4tex,pFBAOpt_Rxns,ELE_Rxns
CYStex,SULabcpp,pFBAOpt_Rxns,ELE_Rxns
CYStex,PAPSSH,pFBAOpt_Rxns,ELE_Rxns
CO2tex,Htex,pFBAOpt_Rxns,ELE_Rxns
DHORD2,DHORD5,pFBAOpt_Rxns,ELE_Rxns
FLDR,NDPK8,pFBAOpt_Rxns,ELE_Rxns
GLU5K,ACGK,pFBAOpt_Rxns,ELE_Rxns
GLU5K,ACGS,pFBAOpt_Rxns,ELE_Rxns
GLU5K,AGPR,pFBAOpt_Rxns,ELE_Rxns
GLUDy,GLUSy,pFBAOpt_Rxns,ELE_Rxns
FORtppi,GART,pFBAOpt_Rxns,ELE_Rxns
GLYCtpp,GLYCtex,pFBAOpt_Rxns,ELE_Rxns
KAS15,KAS14,pFBAOpt_Rxns,ELE_Rxns
LYSabcpp,ASAD,pFBAOpt_Rxns,ELE_Rxns
LYSabcpp,ASPK,pFBAOpt_Rxns,ELE_Rxns
LYSabcpp,DAPDC,pFBAOpt_Rxns,MLE_Rxns
LYSabcpp,DAPE,pFBAOpt_Rxns,MLE_Rxns
LYSabcpp,DHDPRy,pFBAOpt_Rxns,MLE_Rxns
LYSabcpp,DHDPS,pFBAOpt_Rxns,MLE_Rxns
LYSabcpp,SDPDS,pFBAOpt_Rxns,MLE_Rxns
LYSabcpp,THDPS,pFBAOpt_Rxns,MLE_Rxns
LYSabcpp,SDPTA,pFBAOpt_Rxns,MLE_Rxns
LYStex,ASAD,pFBAOpt_Rxns,ELE_Rxns
LYStex,ASPK,pFBAOpt_Rxns,ELE_Rxns
LYStex,DAPDC,pFBAOpt_Rxns,MLE_Rxns
LYStex,DAPE,pFBAOpt_Rxns,MLE_Rxns
LYStex,DHDPRy,pFBAOpt_Rxns,MLE_Rxns
LYStex,DHDPS,pFBAOpt_Rxns,MLE_Rxns
LYStex,SDPDS,pFBAOpt_Rxns,MLE_Rxns
LYStex,THDPS,pFBAOpt_Rxns,MLE_Rxns
LYStex,SDPTA,pFBAOpt_Rxns,MLE_Rxns
MDH,PPC,pFBAOpt_Rxns,ELE_Rxns
MTHFC,GART,pFBAOpt_Rxns,ELE_Rxns
MTHFC,PFL,pFBAOpt_Rxns,ELE_Rxns
MTHFD,GART,pFBAOpt_Rxns,ELE_Rxns
MTHFD,PFL,pFBAOpt_Rxns,ELE_Rxns
NDPK1,ADK3,pFBAOpt_Rxns,ELE_Rxns
NDPK5,RNTR2c,pFBAOpt_Rxns,pFBAOpt_Rxns
NDPK7,RNTR3c,pFBAOpt_Rxns,pFBAOpt_Rxns
G5SD,ACGK,pFBAOpt_Rxns,ELE_Rxns
G5SD,ACGS,pFBAOpt_Rxns,ELE_Rxns
G5SD,AGPR,pFBAOpt_Rxns,ELE_Rxns
P5CR,ACGK,pFBAOpt_Rxns,ELE_Rxns
P5CR,ACGS,pFBAOpt_Rxns,ELE_Rxns
P5CR,ACODA,pFBAOpt_Rxns,ELE_Rxns
P5CR,ACOTA,pFBAOpt_Rxns,ELE_Rxns
P5CR,AGPR,pFBAOpt_Rxns,ELE_Rxns
PG140abcpp,PGP140abcpp,pFBAOpt_Rxns,ELE_Rxns
PG140abcpp,PGPP140pp,pFBAOpt_Rxns,ELE_Rxns
PG160abcpp,PGP160abcpp,pFBAOpt_Rxns,ELE_Rxns
PG160abcpp,PGPP160pp,pFBAOpt_Rxns,ELE_Rxns
PG161abcpp,PGP161abcpp,pFBAOpt_Rxns,ELE_Rxns
PG161abcpp,PGPP161pp,pFBAOpt_Rxns,ELE_Rxns
PG181abcpp,PGP181abcpp,pFBAOpt_Rxns,ELE_Rxns
PG181abcpp,PGPP181pp,pFBAOpt_Rxns,ELE_Rxns
PNTOt4pp,ASP1DC,pFBAOpt_Rxns,MLE_Rxns
PNTOt4pp,DPR,pFBAOpt_Rxns,MLE_Rxns
PNTOt4pp,MOHMT,pFBAOpt_Rxns,MLE_Rxns
PNTOt4pp,PANTS,pFBAOpt_Rxns,MLE_Rxns
PNTOtex,ASP1DC,pFBAOpt_Rxns,MLE_Rxns
PNTOtex,DPR,pFBAOpt_Rxns,MLE_Rxns
PNTOtex,MOHMT,pFBAOpt_Rxns,MLE_Rxns
PNTOtex,PANTS,pFBAOpt_Rxns,MLE_Rxns
PPK,PPA,pFBAOpt_Rxns,ELE_Rxns
PGPP140,PGP140abcpp,pFBAOpt_Rxns,ELE_Rxns
PGPP140,PGPP140pp,pFBAOpt_Rxns,ELE_Rxns
RNTR1c,NDPK8,pFBAOpt_Rxns,ELE_Rxns
PGPP160,PGP160abcpp,pFBAOpt_Rxns,ELE_Rxns
PGPP160,PGPP160pp,pFBAOpt_Rxns,ELE_Rxns
PGPP161,PGP161abcpp,pFBAOpt_Rxns,ELE_Rxns
PGPP161,PGPP161pp,pFBAOpt_Rxns,ELE_Rxns
PGPP181,PGP181abcpp,pFBAOpt_Rxns,ELE_Rxns
PGPP181,PGPP181pp,pFBAOpt_Rxns,ELE_Rxns
THRA,ASAD,pFBAOpt_Rxns,ELE_Rxns
THRA,ASPK,pFBAOpt_Rxns,ELE_Rxns
THRA,HSDy,pFBAOpt_Rxns,ELE_Rxns
THRA,HSK,pFBAOpt_Rxns,ELE_Rxns
THRA,THRS,pFBAOpt_Rxns,ELE_Rxns
SUCDi,SUCCtex,pFBAOpt_Rxns,ELE_Rxns
TYRt2rpp,CHORM,pFBAOpt_Rxns,MLE_Rxns
TYRt2rpp,PPND,pFBAOpt_Rxns,MLE_Rxns
TYRt2rpp,TYRTA,pFBAOpt_Rxns,MLE_Rxns
TYRtex,CHORM,pFBAOpt_Rxns,MLE_Rxns
TYRtex,PPND,pFBAOpt_Rxns,MLE_Rxns
TYRtex,TYRTA,pFBAOpt_Rxns,MLE_Rxns
TRPS1,TRPS2,pFBAOpt_Rxns,ELE_Rxns
TRPS1,TRPS3,pFBAOpt_Rxns,ELE_Rxns
NADS1,NADS2,pFBAOpt_Rxns,ELE_Rxns
PIt2rpp,PIuabcpp,pFBAOpt_Rxns,ELE_Rxns
ENOPH,23DK5MPPISO,pFBAOpt_Rxns,ELE_Rxns
ENOPH,2OH3K5MPPISO,pFBAOpt_Rxns,ELE_Rxns
EAR40x,EAR40y,pFBAOpt_Rxns,ELE_Rxns
EAR60x,EAR60y,pFBAOpt_Rxns,ELE_Rxns
EAR80x,EAR80y,pFBAOpt_Rxns,ELE_Rxns
EAR121x,EAR121y,pFBAOpt_Rxns,ELE_Rxns
EAR141x,EAR141y,pFBAOpt_Rxns,ELE_Rxns
EAR161x,EAR161y,pFBAOpt_Rxns,ELE_Rxns
EAR181x,EAR181y,pFBAOpt_Rxns,ELE_Rxns
ADK1,ADK3,pFBAOpt_Rxns,ELE_Rxns
G5SADs,ACGK,pFBAOpt_Rxns,ELE_Rxns
G5SADs,ACGS,pFBAOpt_Rxns,ELE_Rxns
G5SADs,ACODA,pFBAOpt_Rxns,ELE_Rxns
G5SADs,ACOTA,pFBAOpt_Rxns,ELE_Rxns
G5SADs,AGPR,pFBAOpt_Rxns,ELE_Rxns
ORNCD,ACGK,pFBAOpt_Rxns,ELE_Rxns
ORNCD,ACGS,pFBAOpt_Rxns,ELE_Rxns
ORNCD,ACODA,pFBAOpt_Rxns,ELE_Rxns
ORNCD,ACOTA,pFBAOpt_Rxns,ELE_Rxns
ORNCD,AGPR,pFBAOpt_Rxns,ELE_Rxns
CYSabcpp,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
CYSDS,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
CYStex,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
CITt7pp,CS,pFBAOpt_Rxns,pFBAOpt_Rxns
CITtex,CS,pFBAOpt_Rxns,pFBAOpt_Rxns
CO2tex,GAPD,pFBAOpt_Rxns,pFBAOpt_Rxns
CO2tex,ATPS4rpp,pFBAOpt_Rxns,pFBAOpt_Rxns
H2St1pp,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
H2Stex,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYt2pp,CYSabcpp,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYt2pp,CYSDS,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYt2pp,CYStex,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYt2pp,H2St1pp,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYt2pp,H2Stex,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYtex,CYSabcpp,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYtex,CYSDS,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYtex,CYStex,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYtex,H2St1pp,pFBAOpt_Rxns,pFBAOpt_Rxns
GLYtex,H2Stex,pFBAOpt_Rxns,pFBAOpt_Rxns
MTHFC,GARFT,pFBAOpt_Rxns,pFBAOpt_Rxns
MTHFD,GARFT,pFBAOpt_Rxns,pFBAOpt_Rxns
NDPK5,FLDR,pFBAOpt_Rxns,pFBAOpt_Rxns
NDPK7,FLDR,pFBAOpt_Rxns,pFBAOpt_Rxns
PGK,CO2tex,pFBAOpt_Rxns,pFBAOpt_Rxns
RPE,GND,pFBAOpt_Rxns,pFBAOpt_Rxns
RPE,G6PDH2r,pFBAOpt_Rxns,pFBAOpt_Rxns
RPE,PGL,pFBAOpt_Rxns,pFBAOpt_Rxns
TALA,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
